,CodigoPedido,SKU,NomeProduto,Marca,valorTotal,Mes,Ano
0,39487445,B-2839,Bobinex - Papel de Parede Ref. 2839 Cinza Classique - 52cm X 10m B-2839 Preço por Rolo,Bobinex,69.99,11,2020
1,44681195,B-2839,Bobinex - Papel de Parede Ref. 2839 Cinza Classique - 52cm X 10m B-2839 Preço por Rolo,Bobinex,90.99,1,2021
2,46497416,B-3702,Bobinex - Papel de Parede Ref. 3702 Verde Atemporal Folhagens - 52cm X 10m B-3702 Preço por Rolo,Bobinex,87.99,2,2021
3,32061890,B-3703,Bobinex - Papel de Parede Ref. 3703 Cinza Atemporal Geométrico - 52cm X 10m B-3703 Preço por Rolo,Bobinex,356.16,8,2020
4,31911575,B-3709,Bobinex - Papel de Parede Ref. 3709 Cinza Atemporal Cimento - 52cm X 10m B-3709 Preço por Rolo,Bobinex,215.6,8,2020
5,44024402,B-3720,Bobinex - Papel de Parede Ref. 3720 Cinza Atemporal Listras Clássicas - 52cm X 10m B-3720 Preço por Rolo,Bobinex,94.99,1,2021
6,33476599,B-3805,Bobinex - Papel de Parede Ref. 3805 Branco Atemporal Tijolo - 52cm X 10m B-3805 Preço por Rolo,Bobinex,159.0,9,2020
7,46904132,B-3806,Bobinex - Papel de Parede Ref. 3806 Bege Atemporal Tijolo - 52cm X 10m B-3806 Preço por Rolo,Bobinex,379.02,2,2021
8,36348499,B-3300,Bobinex - Papel de Parede Ref. 3300 Azul Bambinos - 52cm X 10m B-3300 Preço por Rolo,Bobinex,408.0,10,2020
9,45879175,B-3334,Bobinex - Papel de Parede Ref. 3334 Azul Bambinos - 52cm X 10m B-3334 Preço por Rolo,Bobinex,250.18,2,2021
10,54103001,B-3350,Bobinex - Papel de Parede Ref. 3350 Bege Bambinos - 52cm X 10m B-3350 Preço por Rolo,Bobinex,241.98,5,2021
11,44029723,B-3362,Bobinex - Papel de Parede Ref. 3362 Azul Bambinos - 52cm X 10m B-3362 Preço por Rolo,Bobinex,215.98,1,2021
12,46497200,B-3600,Bobinex - Papel de Parede Ref. 3600 Rosa Brincar - 52cm X 10m B-3600 Preço por Rolo,Bobinex,670.0,2,2021
13,46597303,B-3600,Bobinex - Papel de Parede Ref. 3600 Rosa Brincar - 52cm X 10m B-3600 Preço por Rolo,Bobinex,670.0,2,2021
14,34356493,B-3602,Bobinex - Papel de Parede Ref. 3602 Rosa Brincar - 52cm X 10m B-3602 Preço por Rolo,Bobinex,287.98,9,2020
15,40161410,B-3602,Bobinex - Papel de Parede Ref. 3602 Rosa Brincar - 52cm X 10m B-3602 Preço por Rolo,Bobinex,361.92,12,2020
16,46904132,B-3602,Bobinex - Papel de Parede Ref. 3602 Rosa Brincar - 52cm X 10m B-3602 Preço por Rolo,Bobinex,305.88,2,2021
17,29968935,B-3603,Bobinex - Papel de Parede Ref. 3603 Bege Brincar - 52cm X 10m B-3603 Preço por Rolo,Bobinex,240.0,8,2020
18,36151732,B-3610,Bobinex - Papel de Parede Ref. 3610 Rosa Brincar - 52cm X 10m B-3610 Preço por Rolo,Bobinex,563.38,10,2020
19,34207521,B-3612,Bobinex - Papel de Parede Ref. 3612 Azul Brincar - 52cm X 10m B-3612 Preço por Rolo,Bobinex,150.0,9,2020
20,34207521,B-3613,Bobinex - Papel de Parede Ref. 3613 Azul Marinho Brincar - 52cm X 10m B-3613 Preço por Rolo,Bobinex,150.0,9,2020
21,43861610,B-3620,Bobinex - Papel de Parede Ref. 3620 Branco Brincar - 52cm X 10m B-3620 Preço por Rolo,Bobinex,184.99,1,2021
22,33674507,B-3630,Bobinex - Papel de Parede Ref. 3630 Branco Brincar - 52cm X 10m B-3630 Preço por Rolo,Bobinex,250.0,9,2020
23,41915223,B-3630,Bobinex - Papel de Parede Ref. 3630 Branco Brincar - 52cm X 10m B-3630 Preço por Rolo,Bobinex,359.98,12,2020
24,42022405,B-3630,Bobinex - Papel de Parede Ref. 3630 Branco Brincar - 52cm X 10m B-3630 Preço por Rolo,Bobinex,179.99,12,2020
25,37102193,B-3639,Bobinex - Papel de Parede Ref. 3639 Marrom Brincar - 52cm X 10m B-3639 Preço por Rolo,Bobinex,193.35,10,2020
26,39748502,B-3641,Bobinex - Papel de Parede Ref. 3641 Verde Brincar - 52cm X 10m B-3641 Preço por Rolo,Bobinex,181.98,11,2020
27,40589094,B-3645,Bobinex - Papel de Parede Ref. 3645 Cinza Brincar - 52cm X 10m B-3645 Preço por Rolo,Bobinex,253.98,12,2020
28,40589358,B-3645,Bobinex - Papel de Parede Ref. 3645 Cinza Brincar - 52cm X 10m B-3645 Preço por Rolo,Bobinex,253.98,12,2020
29,47195410,B-3648,Bobinex - Papel de Parede Ref. 3648 Cinza Brincar - 52cm X 10m B-3648 Preço por Rolo,Bobinex,126.99,2,2021
30,33476507,B-3401,Bobinex - Papel de Parede Ref. 3401 Cinza Relevos - 52cm X 10m B-3401 Preço por Rolo,Bobinex,399.0,9,2020
31,47384202,B-3401,Bobinex - Papel de Parede Ref. 3401 Cinza Relevos - 52cm X 10m B-3401 Preço por Rolo,Bobinex,334.78,2,2021
32,39487445,B-3409,Bobinex - Papel de Parede Ref. 3409 Cinza Relevos - 52cm X 10m B-3409 Preço por Rolo,Bobinex,461.97,11,2020
33,38299473,B-3418,Bobinex - Papel de Parede Ref. 3418 Bege Relevos - 52cm X 10m B-3418 Preço por Rolo,Bobinex,381.56,11,2020
34,31088373,B-3429,Bobinex - Papel de Parede Ref. 3429 Cinza Relevos - 52cm X 10m B-3429 Preço por Rolo,Bobinex,702.34,8,2020
35,41915223,B-3431,Bobinex - Papel de Parede Ref. 3431 Cinza Relevos - 52cm X 10m B-3431 Preço por Rolo,Bobinex,151.19,12,2020
36,42022405,B-3431,Bobinex - Papel de Parede Ref. 3431 Cinza Relevos - 52cm X 10m B-3431 Preço por Rolo,Bobinex,151.19,12,2020
37,34127256,B-3439,Bobinex - Papel de Parede Ref. 3439 Cinza Relevos - 52cm X 10m B-3439 Preço por Rolo,Bobinex,722.4,9,2020
38,44441530,B-3440,Bobinex - Papel de Parede Ref. 3440 Cinza Relevos - 52cm X 10m B-3440 Preço por Rolo,Bobinex,343.88,1,2021
39,39664372,B-3449,Bobinex - Papel de Parede Ref. 3449 Preto Relevos - 52cm X 10m B-3449 Preço por Rolo,Bobinex,300.0,11,2020
40,47719061,B-1405,Bobinex - Papel de Parede Ref. 1405 Cinza Natural - 52cm X 10m B-1405 Preço por Rolo,Bobinex,1.0,3,2021
41,29968935,B-6237,Bobinex - Papel de Parede Ref. 6237 Cinza Renascer - 52cm X 10m B-6237 Preço por Rolo,Bobinex,564.0,8,2020
42,35291858,B-6239,Bobinex - Papel de Parede Ref. 6239 Branco Renascer - 52cm X 10m B-6239 Preço por Rolo,Bobinex,561.98,10,2020
43,33476074,DWSLQ1204W3PT,Bronzearte - Arandela Sensitive Led Preta 4W 3K Bv Ip65 12X12 DWSLQ1204W3PT (1 Unidade por Caixa) Preço por Unidade,Bronzearte,1322.75,9,2020
44,33920067,GD721605LS,Bronzearte - Lustre Clássico Transparente 5Xe14 Até 42W (Não Inclusa) - 52Ø X 200A Cm GD721605LS (1 Unidade por Caixa) Preço por Unidade,Bronzearte,512.99,9,2020
45,33919982,GD721608LS,Bronzearte - Lustre Clássico Transparente 8Xe14 Até 42W (Não Inclusa) - 76Ø X 200A Cm GD721608LS (1 Unidade por Caixa) Preço por Unidade,Bronzearte,1419.98,9,2020
46,33476074,GLAC251LE27TR,Bronzearte - Pendente Globe Acrilico 25Cm 1 Luz E27 Transp. GLAC251LE27TR (1 Unidade por Caixa) Preço por Unidade,Bronzearte,379.8,9,2020
47,33476074,GLACPG301LE27AB,Bronzearte - Pendente Globe Acrilico C Pingente 30Cm 1 Luz E27 Ambar GLACPG301LE27AB (1 Unidade por Caixa) Preço por Unidade,Bronzearte,1584.05,9,2020
48,36969060,GPITR03006PF,Bronzearte - Plafon Itália Redondo Ø30Cm 6 Luzes G9 (Não Inclusas) GPITR03006PF (1 Unidade por Caixa) Preço por Unidade,Bronzearte,935.97,10,2020
49,36124279,GPLY244004PF,Bronzearte - Plafon Lyon Cristal 4 Luzes G9 Quadrado 24X40 (Lampada Não Inclusa) GPLY244004PF (1 Unidade por Caixa) Preço por Unidade,Bronzearte,389.0,10,2020
50,33919982,GPPU004510PF,Bronzearte - Plafon Royal Cristal Ø45Cm 10 Luzes G9 (Não Inclusas) GPPU004510PF (1 Unidade por Caixa) Preço por Unidade,Bronzearte,616.99,9,2020
51,36124279,GPRVN001201PD,Bronzearte - Pendente Renda Veneziana Redondo Bobeche 120Cm 1 Luz G9 (Não Inclusa) GPRVN001201PD (1 Unidade por Caixa) Preço por Unidade,Bronzearte,596.0,10,2020
52,35799306,KITRL29QDPD,Bronzearte - Kit Pendente Home Painel Led Quadrado Branco KITRL29QDPD (1 Unidade por Caixa) Preço por Unidade,Bronzearte,25.0,10,2020
53,37672581,KITRL29QDPD,Bronzearte - Kit Pendente Home Painel Led Quadrado Branco KITRL29QDPD (1 Unidade por Caixa) Preço por Unidade,Bronzearte,25.0,11,2020
54,33476074,LDB609C2A1,"Bronzearte - Lâmpada Bulbo Led, E27 9W 3000K, 820Lm, Acabamento Branco, 127-230Vac 50/60Hz LDB609C2A1 (10 Unidades por Caixa) Preço por Unidade",Bronzearte,147.7,9,2020
55,37124045,LPFG806021,Bronzearte - Lâmpada Filamento De Tungstênio - Linha Llum Décor - G80 (Bolinha) - Base E27 - 60W - 240 Lm - 2.200K (Luz Âmbar) - 8 Cm (Ø) X 12 Cm (A) - 127V LPFG806021 (1 Unidade por Caixa) Valor por ,Bronzearte,37.78,10,2020
56,38717066,LPFG806021,Bronzearte - Lâmpada Filamento De Tungstênio - Linha Llum Décor - G80 (Bolinha) - Base E27 - 60W - 240 Lm - 2.200K (Luz Âmbar) - 8 Cm (Ø) X 12 Cm (A) - 127V LPFG806021 (1 Unidade por Caixa) Valor por ,Bronzearte,37.78,11,2020
57,33476074,LPLST6442BV,"Bronzearte - Lâmpada Filamento Led - Linha Llum Décor - St64 (Pêra) - Base E27 - 4W - 360 Lm - 2.200K (Luz Âmbar) - 6,4 Cm (Ø) X 14,3 Cm (A) - Bivolt (127V/220V) LPLST6442BV (1 Unidade por Caixa) Valo",Bronzearte,167.13,9,2020
58,36237560,MY1004BBC,Bronzearte - Arco De Sobrepor Novo New Short - 4 Luzes - Base Gu10 (50W Máx) - Haste Cromada - Branco - 48 Cm (C) X 15 Cm (L) X 14 Cm (A) MY1004BBC (1 Unidade por Caixa) Preço por Unidade,Bronzearte,120.0,10,2020
59,37124092,NSF22105BC,Bronzearte - Luminária De Embutir Frameless Led 10W Qd 4000K Bivolt NSF22105BC (1 Unidade por Caixa) Preço por Unidade,Bronzearte,75.58,10,2020
60,37124045,NSF22105BC,Bronzearte - Luminária De Embutir Frameless Led 10W Qd 4000K Bivolt NSF22105BC (1 Unidade por Caixa) Preço por Unidade,Bronzearte,302.33,10,2020
61,37148067,NSF22105BC,Bronzearte - Luminária De Embutir Frameless Led 10W Qd 4000K Bivolt NSF22105BC (1 Unidade por Caixa) Preço por Unidade,Bronzearte,302.33,10,2020
62,37124092,NSF22325BC,Bronzearte - Luminária De Embutir Frameless Led 32W Qd 4000K Bivolt NSF22325BC (1 Unidade por Caixa) Preço por Unidade,Bronzearte,800.04,10,2020
63,37240848,NSF22325BC,Bronzearte - Luminária De Embutir Frameless Led 32W Qd 4000K Bivolt NSF22325BC (1 Unidade por Caixa) Preço por Unidade,Bronzearte,114.29,10,2020
64,33476074,PWG92WM2B,Bronzearte - Lampada Led G9 2W 2200K 220V PWG92WM2B (20 Unidades por Caixa) Preço por Unidade,Bronzearte,56.2,9,2020
65,35799306,RL22245BC,"Bronzearte - Painel De Embutir Slim Led Quadrado, 24W, 4000K, 2040Lm, Facho 120° Ip20, Driver Bivolt, 300X300Mm. RL22245BC (5 Unidades por Caixa) Preço por Unidade",Bronzearte,275.0,10,2020
66,37124045,RL22245BC,"Bronzearte - Painel De Embutir Slim Led Quadrado, 24W, 4000K, 2040Lm, Facho 120° Ip20, Driver Bivolt, 300X300Mm. RL22245BC (5 Unidades por Caixa) Preço por Unidade",Bronzearte,215.97,10,2020
67,37141582,RL22245BC,"Bronzearte - Painel De Embutir Slim Led Quadrado, 24W, 4000K, 2040Lm, Facho 120° Ip20, Driver Bivolt, 300X300Mm. RL22245BC (5 Unidades por Caixa) Preço por Unidade",Bronzearte,139.98,10,2020
68,37672581,RL22245BC,"Bronzearte - Painel De Embutir Slim Led Quadrado, 24W, 4000K, 2040Lm, Facho 120° Ip20, Driver Bivolt, 300X300Mm. RL22245BC (5 Unidades por Caixa) Preço por Unidade",Bronzearte,275.0,11,2020
69,38717066,RL22245BC,"Bronzearte - Painel De Embutir Slim Led Quadrado, 24W, 4000K, 2040Lm, Facho 120° Ip20, Driver Bivolt, 300X300Mm. RL22245BC (5 Unidades por Caixa) Preço por Unidade",Bronzearte,215.97,11,2020
70,35799306,RMTF12454BC,Bronzearte - Painel Sobrepor Hometech Led Fit Led 155X1195Mm 45W 4000K Branco RMTF12454BC (1 Unidade por Caixa) Preço por Unidade,Bronzearte,299.0,10,2020
71,37124045,RMTF12454BC,Bronzearte - Painel Sobrepor Hometech Led Fit Led 155X1195Mm 45W 4000K Branco RMTF12454BC (1 Unidade por Caixa) Preço por Unidade,Bronzearte,350.99,10,2020
72,37148067,RMTF12454BC,Bronzearte - Painel Sobrepor Hometech Led Fit Led 155X1195Mm 45W 4000K Branco RMTF12454BC (1 Unidade por Caixa) Preço por Unidade,Bronzearte,350.99,10,2020
73,37672581,RMTF12454BC,Bronzearte - Painel Sobrepor Hometech Led Fit Led 155X1195Mm 45W 4000K Branco RMTF12454BC (1 Unidade por Caixa) Preço por Unidade,Bronzearte,299.0,11,2020
74,33920067,SP3440PFVI,Bronzearte - Plafon Sao Paulo 3L Med C/Cup Vi SP3440PFVI (1 Unidade por Caixa) Preço por Unidade,Bronzearte,248.99,9,2020
75,37124045,TE025ACPDCO,Bronzearte - Pendente Tetra Ø25Cm 1 Luz E27 (Não Inclusa) Estruturado Em Aço Na Cor Cobre TE025ACPDCO (1 Unidade por Caixa) Preço por Unidade,Bronzearte,539.98,10,2020
76,37148067,TE025ACPDCO,Bronzearte - Pendente Tetra Ø25Cm 1 Luz E27 (Não Inclusa) Estruturado Em Aço Na Cor Cobre TE025ACPDCO (1 Unidade por Caixa) Preço por Unidade,Bronzearte,539.98,10,2020
77,35411279,VS60603CZPD,Bronzearte - Pendente Tokio Led Redondo (Ø600Mm) 60W 3000K (Luz Amarela) Bivolt VS60603CZPD (1 Unidade por Caixa) Preço por Unidade,Bronzearte,1006.99,10,2020
78,36124279,VS60603CZPD,Bronzearte - Pendente Tokio Led Redondo (Ø600Mm) 60W 3000K (Luz Amarela) Bivolt VS60603CZPD (1 Unidade por Caixa) Preço por Unidade,Bronzearte,1050.0,10,2020
79,35799306,YQ0930143BCDEA,Bronzearte - Embutido Easyled 14X14Cm 14W 3K YQ0930143BCDEA (10 Unidades por Caixa) Preço por Unidade,Bronzearte,273.0,10,2020
80,37672581,YQ0930143BCDEA,Bronzearte - Embutido Easyled 14X14Cm 14W 3K YQ0930143BCDEA (10 Unidades por Caixa) Preço por Unidade,Bronzearte,273.0,11,2020
81,35799306,YQ093073BCDEA,"Bronzearte - Embutido Easy Led C/ Driver Embutido - 7W - 3.000K (Luz Amarela) - Quadrado - 9,5 Cm (L) X 9,5 Cm (L) X 4,5 Cm (A) YQ093073BCDEA (10 Unidades por Caixa) Preço por Unidade",Bronzearte,198.0,10,2020
82,37672581,YQ093073BCDEA,"Bronzearte - Embutido Easy Led C/ Driver Embutido - 7W - 3.000K (Luz Amarela) - Quadrado - 9,5 Cm (L) X 9,5 Cm (L) X 4,5 Cm (A) YQ093073BCDEA (10 Unidades por Caixa) Preço por Unidade",Bronzearte,198.0,11,2020
83,41218867,1153.C.LNK,Deca - Torneira Para Jardim E Tanque Com Adaptador De Mangueira Link Cromada 1153.C.Lnk Preço Por Unidade,Deca,417.98,12,2020
84,41227032,1153.C.LNK,Deca - Torneira Para Jardim E Tanque Com Adaptador De Mangueira Link Cromada 1153.C.Lnk Preço Por Unidade,Deca,417.98,12,2020
85,41311586,1153.C.LNK,Deca - Torneira Para Jardim E Tanque Com Adaptador De Mangueira Link Cromada 1153.C.Lnk Preço Por Unidade,Deca,417.98,12,2020
86,39386911,1153.C43,Deca - Torneira Para Jardim E Tanque Com Adaptador De Mangueira Spot Cromada 1153.C43 Preço Por Unidade,Deca,692.88,11,2020
87,41424073,1153.C43,Deca - Torneira Para Jardim E Tanque Com Adaptador De Mangueira Spot Cromada 1153.C43 Preço Por Unidade,Deca,692.88,12,2020
88,30473056,1154.C34,Deca - Torneira Com Arejador Para Jardim E Tanque Max Cromada 1154.C34 Preço Por Unidade,Deca,93.79,8,2020
89,36035242,1159.C.LNK,Deca - Torneira De Parede Para Cozinha Link Cromada 1159.C.Lnk Preço Por Unidade,Deca,303.74,10,2020
90,38729333,1166.C.LNK,Deca - Torneira De Mesa Para Cozinha Link Cromada 1166.C.Lnk Preço Por Unidade,Deca,363.99,11,2020
91,34860226,1167.C27,Deca - Torneira De Mesa Para Cozinha Just Cromada 1167.C27 Preço Por Unidade,Deca,382.99,9,2020
92,35183477,1167.C43,Deca - Torneira De Mesa Para Cozinha Spot Cromada 1167.C43 Preço Por Unidade,Deca,710.66,10,2020
93,43551330,1173.C,Deca - Torneira De Mesa Com Fechamento Automático Para Lavatório Decamatic Eco Cromada 1173.C Preço Por Unidade,Deca,320.99,1,2021
94,43551330,1173.C.CONF,Deca - Torneira De Mesa Conforto Com Fechamento Automático Para Lavatório Decamatic Eco 1173.C.Conf Preço Por Unidade,Deca,1199.98,1,2021
95,37101598,1178.C.LNK,Deca - Torneira De Parede Para Lavatório Link Cromada 1178.C.Lnk Preço Por Unidade,Deca,268.99,10,2020
96,58763468,1178.C.TUB,Deca - Torneira De Parede Para Lavatório Tube Cromada 1178.C.Tub Preço Por Unidade,Deca,944.29,6,2021
97,44598401,1189.GL90,Deca - Torneira De Mesa Bica Alta Para Lavatório Unic Gold 1189.Gl90 Preço Por Unidade,Deca,2000.0,1,2021
98,55721182,1191.BL87.MT,Deca - Torneira De Mesa Bica Alta Para Lavatório Dream Black Matte 1191.Bl87.Mt Preço Por Unidade,Deca,3388.09,5,2021
99,55890054,1191.BL87.MT,Deca - Torneira De Mesa Bica Alta Para Lavatório Dream Black Matte 1191.Bl87.Mt Preço Por Unidade,Deca,3388.09,5,2021
100,37101598,1197.C.LNK.KIT1,Deca - Kit De Torneira De Mesa E Acabamentos Para Lavatório Link Cromado 1197.C.Lnk.Kit1 Preço Por Unidade,Deca,252.99,10,2020
101,41227032,1197.C.LNK.KIT1,Deca - Kit De Torneira De Mesa E Acabamentos Para Lavatório Link Cromado 1197.C.Lnk.Kit1 Preço Por Unidade,Deca,565.98,12,2020
102,41311586,1197.C.LNK.KIT1,Deca - Kit De Torneira De Mesa E Acabamentos Para Lavatório Link Cromado 1197.C.Lnk.Kit1 Preço Por Unidade,Deca,565.98,12,2020
103,41218867,1197.C.LNK.KIT2,Deca - Kit De Torneira De Mesa E Acabamentos Para Lavatório Link Cromado 1197.C.Lnk.Kit2 Preço Por Unidade,Deca,661.98,12,2020
104,38729333,1198.BL.TUB.MT,Deca - Torneira De Mesa Bica Alta Para Lavatório Tube Black Matte 1198.Bl.Tub.Mt Preço Por Unidade,Deca,2594.97,11,2020
105,38731295,1198.BL.TUB.MT,Deca - Torneira De Mesa Bica Alta Para Lavatório Tube Black Matte 1198.Bl.Tub.Mt Preço Por Unidade,Deca,864.99,11,2020
106,37789825,1198.BL.TUB.TET.NO,Deca - Torneira De Teto Tube Black Noir 1198.Bl.Tub.Tet.No Preço Por Unidade,Deca,5995.54,11,2020
107,35061904,1198.C.CLN,Deca - Torneira De Mesa Bica Alta Para Lavatório Clean Cromada 1198.C.Cln Preço Por Unidade,Deca,409.99,10,2020
108,36035242,1198.C24,Deca - Torneira De Mesa Bica Alta Para Lavatório Izy Plus Cromada 1198.C24 Preço Por Unidade,Deca,319.98,10,2020
109,34860226,1198.C33,Deca - Torneira De Mesa Bica Alta Para Lavatório Polo Cromada 1198.C33 Preço Por Unidade,Deca,697.98,9,2020
110,34113389,1198.GL38.RD,Deca - Torneira De Mesa Bica Alta Para Lavatório Soul Red Gold 1198.Gl38.Rd Preço Por Unidade,Deca,750.2,9,2020
111,37595483,1200.C.KIT.P,Deca - Kit De Instalação Para Bacia Convencional Com Fixação Vertical Cromado 1200.C.Kit.P Preço Por Unidade,Deca,95.99,11,2020
112,37682373,1200.C.KIT.P,Deca - Kit De Instalação Para Bacia Convencional Com Fixação Vertical Cromado 1200.C.Kit.P Preço Por Unidade,Deca,95.99,11,2020
113,39716189,1200.C.KIT.PCD,Deca - Kit De Instalação Para Bacia Com Caixa Com Fixação Vertical Cromado 1200.C.Kit.Pcd Preço Por Unidade,Deca,78.99,11,2020
114,39386911,1201.C.KIT.P,Deca - Kit De Instalação Para Bacia Convencional Com Fixação Lateral Cromado 1201.C.Kit.P Preço Por Unidade,Deca,384.2,11,2020
115,41424073,1201.C.KIT.P,Deca - Kit De Instalação Para Bacia Convencional Com Fixação Lateral Cromado 1201.C.Kit.P Preço Por Unidade,Deca,384.2,12,2020
116,45730103,1201.C.KIT.P,Deca - Kit De Instalação Para Bacia Convencional Com Fixação Lateral Cromado 1201.C.Kit.P Preço Por Unidade,Deca,133.99,2,2021
117,45741832,1201.C.KIT.P,Deca - Kit De Instalação Para Bacia Convencional Com Fixação Lateral Cromado 1201.C.Kit.P Preço Por Unidade,Deca,133.99,2,2021
118,45754484,1201.C.KIT.P,Deca - Kit De Instalação Para Bacia Convencional Com Fixação Lateral Cromado 1201.C.Kit.P Preço Por Unidade,Deca,133.99,2,2021
119,45754938,1201.C.KIT.P,Deca - Kit De Instalação Para Bacia Convencional Com Fixação Lateral Cromado 1201.C.Kit.P Preço Por Unidade,Deca,133.99,2,2021
120,46356320,1201.C.KIT.P,Deca - Kit De Instalação Para Bacia Convencional Com Fixação Lateral Cromado 1201.C.Kit.P Preço Por Unidade,Deca,133.99,2,2021
121,39386911,1601.BL.CLI.MT,Deca - Válvula De Escoamento Click Banheiro Black Matte 1601.Bl.Cli.Mt Preço Por Unidade,Deca,162.4,11,2020
122,41424073,1601.BL.CLI.MT,Deca - Válvula De Escoamento Click Banheiro Black Matte 1601.Bl.Cli.Mt Preço Por Unidade,Deca,162.4,12,2020
123,55721182,1601.BL.NO,Deca - Válvula De Escoamento Para Lavatório Cuba E Bidê Black Noir 1601.Bl.No Preço Por Unidade,Deca,1571.92,5,2021
124,55890054,1601.BL.NO,Deca - Válvula De Escoamento Para Lavatório Cuba E Bidê Black Noir 1601.Bl.No Preço Por Unidade,Deca,1571.92,5,2021
125,58763468,1601.C,Deca - Válvula De Escoamento Para Lavatório Cuba E Bidê Cromada 1601.C Preço Por Unidade,Deca,158.59,6,2021
126,39386911,1601.C.CLI,Deca - Válvula De Escoamento Click Banheiro Cromada 1601.C.Cli Preço Por Unidade,Deca,471.7,11,2020
127,41424073,1601.C.CLI,Deca - Válvula De Escoamento Click Banheiro Cromada 1601.C.Cli Preço Por Unidade,Deca,471.7,12,2020
128,34113389,1601.GL.RD,Deca - Válvula De Escoamento Para Lavatório Cuba E Bidê Red Gold 1601.Gl.Rd Preço Por Unidade,Deca,169.9,9,2020
129,55721182,1680.BL.100.112.NO,Deca - Sifão Para Lavatório Black Noir 1680.Bl.100.112.No Preço Por Unidade,Deca,1262.58,5,2021
130,55890054,1680.BL.100.112.NO,Deca - Sifão Para Lavatório Black Noir 1680.Bl.100.112.No Preço Por Unidade,Deca,1262.58,5,2021
131,55721182,1680.C.100.112,Deca - Sifão Para Lavatório Cromado 1680.C.100.112 Preço Por Unidade,Deca,1193.4,5,2021
132,55890054,1680.C.100.112,Deca - Sifão Para Lavatório Cromado 1680.C.100.112 Preço Por Unidade,Deca,1193.4,5,2021
133,58763468,1680.C.100.112,Deca - Sifão Para Lavatório Cromado 1680.C.100.112 Preço Por Unidade,Deca,236.89,6,2021
134,58763468,1680.C.112,Deca - Sifão Para Cozinha E Tanque 1 1/2 Cromado 1680.C.112 Preço Por Unidade,Deca,276.49,6,2021
135,30473056,1877.C.LNK,Deca - Misturador De Mesa Bica Alta Para Lavatório Link Cromado 1877.C.Lnk Preço Por Unidade,Deca,1196.04,8,2020
136,37433477,1877.C30,Deca - Misturador De Mesa Bica Alta Para Lavatório Deca Liv Cromado 1877.C30 Preço Por Unidade,Deca,527.99,10,2020
137,38643373,1877.C30,Deca - Misturador De Mesa Bica Alta Para Lavatório Deca Liv Cromado 1877.C30 Preço Por Unidade,Deca,527.99,11,2020
138,37433477,1877.C33,Deca - Misturador De Mesa Bica Alta Para Lavatório Polo Cromado 1877.C33 Preço Por Unidade,Deca,816.99,10,2020
139,38643373,1877.C33,Deca - Misturador De Mesa Bica Alta Para Lavatório Polo Cromado 1877.C33 Preço Por Unidade,Deca,816.99,11,2020
140,41429548,1877.C33,Deca - Misturador De Mesa Bica Alta Para Lavatório Polo Cromado 1877.C33 Preço Por Unidade,Deca,3078.15,12,2020
141,41613175,1877.C33,Deca - Misturador De Mesa Bica Alta Para Lavatório Polo Cromado 1877.C33 Preço Por Unidade,Deca,3078.15,12,2020
142,39386911,1877.C33.KIT2,Deca - Kit De Misturador De Mesa E Acabamentos Para Lavatório Polo Cromado 1877.C33.Kit2 Preço Por Unidade,Deca,5002.55,11,2020
143,45729954,1895.C37,Deca - Misturador Para Bidê Izy Cromado 1895.C37 Preço Por Unidade,Deca,830.99,2,2021
144,45741655,1895.C37,Deca - Misturador Para Bidê Izy Cromado 1895.C37 Preço Por Unidade,Deca,830.99,2,2021
145,46356320,1895.C37,Deca - Misturador Para Bidê Izy Cromado 1895.C37 Preço Por Unidade,Deca,830.99,2,2021
146,35180047,1954.C.TET.ARE,Deca - Chuveiro Com Entrada De Ar E Tubo De Teto Deca Balance 12 Cromado 1954.C.Tet.Are Preço Por Unidade,Deca,591.09,10,2020
147,38630044,1955.C,Deca - Chuveiro Com Desviador E Ducha Manual Deca Flex Cromado 1955.C Preço Por Unidade,Deca,739.84,11,2020
148,30473056,1955.C.STD,Deca - Chuveiro Com Tubo De Parede Deca Flex Cromado 1955.C.Std Preço Por Unidade,Deca,509.01,8,2020
149,55890054,1968.BL.NO,Deca - Tubo De Ligação Para Bacia Black Noir 1968.Bl.No Preço Por Unidade,Deca,1497.23,5,2021
150,55721182,1968.BL.NO,Deca - Tubo De Ligação Para Bacia Black Noir 1968.Bl.No Preço Por Unidade,Deca,1497.23,5,2021
151,35706328,1977.C.CT,Deca - Chuveiro De Parede Max Cromado 1977.C.Ct Preço Por Unidade,Deca,170.99,10,2020
152,40098658,1980.C.QUA,Deca - Barra Deslizante Cromada 1980.C.Qua Preço Por Unidade,Deca,594.99,12,2020
153,41988798,1980.C.QUA,Deca - Barra Deslizante Cromada 1980.C.Qua Preço Por Unidade,Deca,594.99,12,2020
154,32127956,1982.BL.LUX.330.NO,Deca - Desviador Universal Com Tubo Luxo Para Chuveiro 330Mm Black Noir 1982.Bl.Lux.330.No Preço Por Unidade,Deca,2187.25,8,2020
155,55721182,1984.BL26.ACT.NO,Deca - Ducha Higiênica Level Com Registro E Derivação Black Noir 1984.Bl26.Act.No Preço Por Unidade,Deca,3780.76,5,2021
156,55890054,1984.BL26.ACT.NO,Deca - Ducha Higiênica Level Com Registro E Derivação Black Noir 1984.Bl26.Act.No Preço Por Unidade,Deca,3780.76,5,2021
